,AAPL,TSLA,MSFT
2010-10-11,8.858154296875,1.3493330478668213,18.645172119140625
2010-10-12,8.953527450561523,1.3493330478668213,18.8271484375
2010-10-13,9.001507759094238,1.369333028793335,19.2138614654541
2010-10-14,9.0665922164917,1.3833329677581787,19.130455017089844
2010-10-15,9.439380645751953,1.369333028793335,19.365501403808594
2010-10-18,9.537151336669922,1.348667025566101,19.57781219482422
2010-10-19,9.281933784484863,1.3366669416427612,19.031875610351562
2010-10-20,9.313117980957031,1.3766670227050781,19.191102981567383
2010-10-21,9.282829284667969,1.3833329677581787,19.274518966674805
2010-10-22,9.221345901489258,1.3813329935073853,19.24418830871582
2010-10-25,9.262434959411621,1.3899999856948853,19.100120544433594
2010-10-26,9.23874282836914,1.4240000247955322,19.638473510742188
2010-10-27,9.232144355773926,1.399999976158142,19.752201080322266
2010-10-28,9.15446662902832,1.4126670360565186,19.92660903930664
2010-10-29,9.02670669555664,1.4559999704360962,20.22231674194336
2010-11-01,9.122675895690918,1.4273329973220825,20.434619903564453
2010-11-02,9.278029441833496,1.4166669845581055,20.76825714111328
2010-11-03,9.381197929382324,1.4513330459594727,20.495283126831055
2010-11-04,9.545248031616211,1.659999966621399,20.578693389892578
2010-11-05,9.511061668395996,1.6293330192565918,20.358802795410156
2010-11-08,9.555745124816895,1.6653330326080322,20.32847023010254
2010-11-09,9.47956657409668,1.6419999599456787,20.434619903564453
2010-11-10,9.53805160522461,1.957332968711853,20.42704200744629
2010-11-11,9.496663093566895,1.869333028793335,20.229894638061523
2010-11-12,9.238139152526855,1.9893330335617065,19.919025421142578
2010-11-15,9.208449363708496,2.053333044052124,19.865949630737305
2010-11-16,9.044994354248047,1.9780000448226929,19.690473556518555
2010-11-17,9.012307167053223,1.965999960899353,19.50738525390625
2010-11-18,9.250137329101562,1.9926669597625732,19.713367462158203
2010-11-19,9.199151992797852,2.065999984741211,19.598936080932617
2010-11-22,9.397994995117188,2.2266669273376465,19.629446029663086
2010-11-23,9.25913143157959,2.3046669960021973,19.16407585144043
2010-11-24,9.441182136535645,2.3646669387817383,19.354808807373047
2010-11-25,9.441182136535645,2.3646669387817383,19.354808807373047
2010-11-26,9.447178840637207,2.3546669483184814,19.263259887695312
2010-11-29,9.503260612487793,2.2886669635772705,19.30902862548828
2010-11-30,9.331711769104004,2.355333089828491,19.270883560180664
2010-12-01,9.489168167114258,2.2899999618530273,19.865947723388672
2010-12-02,9.541645050048828,2.1566669940948486,20.514408111572266
2010-12-03,9.520359992980957,2.0993330478668213,20.61359405517578
2010-12-06,9.60163402557373,2.02066707611084,20.476268768310547
2010-12-07,9.543450355529785,2.1040000915527344,20.4991512298584
2010-12-08,9.627423286437988,2.1579999923706055,20.77379608154297
2010-12-09,9.589936256408691,2.136667013168335,20.659366607666016
2010-12-10,9.613927841186523,2.101332902908325,20.85771942138672
2010-12-13,9.647220611572266,2.0366671085357666,20.78905487060547
2010-12-14,9.605830192565918,1.9019999504089355,21.071332931518555
2010-12-15,9.607930183410645,1.9733330011367798,21.24679183959961
2010-12-16,9.63461971282959,2.053999900817871,21.353609085083008
2010-12-17,9.615428924560547,2.0906670093536377,21.28494644165039
2010-12-20,9.663414001464844,2.113332986831665,21.216283798217773
2010-12-21,9.723094940185547,2.1506669521331787,21.414627075195312
2010-12-22,9.751888275146484,2.175333023071289,21.506179809570312
2010-12-23,9.705102920532227,2.00600004196167,21.590097427368164
2010-12-24,9.705102920532227,2.00600004196167,21.590097427368164
2010-12-27,9.737488746643066,1.7033330202102661,21.414627075195312
2010-12-28,9.761183738708496,1.7606669664382935,21.368854522705078
2010-12-29,9.75578498840332,1.848667025566101,21.33835220336914
2010-12-30,9.70690631866455,1.7666670083999634,21.24679183959961
2010-12-31,9.673911094665527,1.775333046913147,21.292570114135742
2011-01-03,9.884146690368652,1.7746670246124268,21.34597396850586
2011-01-04,9.935731887817383,1.777999997138977,21.42989158630371
2011-01-05,10.017005920410156,1.7886669635772705,21.361228942871094
2011-01-06,10.008909225463867,1.858667016029358,21.986806869506836
2011-01-07,10.08059024810791,1.8826669454574585,21.8189754486084
2011-01-10,10.270430564880371,1.8966670036315918,21.529064178466797
2011-01-11,10.24614143371582,1.797333002090454,21.44515037536621
2011-01-12,10.329513549804688,1.797333002090454,21.780820846557617
2011-01-13,10.367304801940918,1.7480000257492065,21.506179809570312
2011-01-14,10.451274871826172,1.7166670560836792,21.590097427368164
2011-01-17,10.451274871826172,1.7166670560836792,21.590097427368164
2011-01-18,10.216449737548828,1.7093329429626465,21.864744186401367
2011-01-19,10.162169456481934,1.6019999980926514,21.71979522705078
2011-01-20,9.977417945861816,1.5080000162124634,21.628244400024414
2011-01-21,9.798675537109375,1.5360000133514404,21.376487731933594
2011-01-24,10.120477676391602,1.6326669454574585,21.651124954223633
2011-01-25,10.238938331604004,1.6453330516815186,21.704538345336914
2011-01-26,10.312419891357422,1.649999976158142,21.956295013427734
2011-01-27,10.293222427368164,1.6613329648971558,22.02495574951172
2011-01-28,10.079988479614258,1.6006669998168945,21.170507431030273
2011-01-31,10.176559448242188,1.6066670417785645,21.155250549316406
2011-02-01,10.347810745239258,1.593999981880188,21.353609085083008
2011-02-02,10.326517105102539,1.5959999561309814,21.315458297729492
2011-02-03,10.300121307373047,1.5753329992294312,21.094209671020508
2011-02-04,10.39189624786377,1.5640000104904175,21.18576431274414
2011-02-07,10.553248405456543,1.5379999876022339,21.51380729675293
2011-02-08,10.652815818786621,1.6326669454574585,21.574851989746094
2011-02-09,10.741597175598145,1.547333002090454,21.33835220336914
2011-02-10,10.633023262023926,1.5479999780654907,20.979774475097656
2011-02-11,10.70230484008789,1.5499999523162842,20.78905487060547
2011-02-14,10.772184371948242,1.5386669635772705,20.77379608154297
2011-02-15,10.793778419494629,1.5226670503616333,20.689376831054688
2011-02-16,10.890646934509277,1.6486669778823853,20.73543357849121
2011-02-17,10.7457914352417,1.5733330249786377,20.881235122680664
2011-02-18,10.513662338256836,1.5453330278396606,20.766124725341797
2011-02-21,10.513662338256836,1.5453330278396606,20.766124725341797
2011-02-22,10.155265808105469,1.4579999446868896,20.405445098876953
2011-02-23,10.275534629821777,1.4553329944610596,20.405445098876953
2011-02-24,10.283327102661133,1.5019999742507935,20.543577194213867
2011-02-25,10.441683769226074,1.5740000009536743,20.374738693237305
2011-02-28,10.593135833740234,1.5926669836044312,20.397769927978516
2011-03-01,10.476171493530273,1.5959999561309814,20.075448989868164
2011-03-02,10.560447692871094,1.6013330221176147,20.014062881469727
2011-03-03,10.783580780029297,1.6239999532699585,20.10614776611328
2011-03-04,10.79677963256836,1.6633330583572388,19.914297103881836
2011-03-07,10.657615661621094,1.6626670360565186,19.7377986907959
2011-03-08,10.669612884521484,1.6440000534057617,19.883604049682617
2011-03-09,10.57094669342041,1.6480000019073486,19.868257522583008
2011-03-10,10.396994590759277,1.6006669998168945,19.499889373779297
2011-03-11,10.556544303894043,1.6046669483184814,19.70709228515625
2011-03-14,10.603632926940918,1.5499999523162842,19.71476936340332
2011-03-15,10.359807014465332,1.5299999713897705,19.48455047607422
2011-03-16,9.897342681884766,1.5213329792022705,19.024106979370117
2011-03-17,10.03620433807373,1.5206669569015503,19.016427993774414
2011-03-18,9.917140007019043,1.5306669473648071,19.031768798828125
2011-03-21,10.175957679748535,1.5153330564498901,19.438507080078125
2011-03-22,10.232941627502441,1.4793330430984497,19.41547966003418
2011-03-23,10.172664642333984,1.480666995048523,19.59965705871582
2011-03-24,10.346009254455566,1.4886670112609863,19.806865692138672
2011-03-25,10.543052673339844,1.5166670083999634,19.661054611206055
2011-03-28,10.510059356689453,1.5499999523162842,19.499889373779297
2011-03-29,10.525656700134277,1.5946669578552246,19.561296463012695
2011-03-30,10.455775260925293,1.5806670188903809,19.65337371826172
2011-03-31,10.452177047729492,1.850000023841858,19.48455047607422
2011-04-01,10.333712577819824,1.7773330211639404,19.55361557006836
2011-04-04,10.232644081115723,1.722000002861023,19.607337951660156
2011-04-05,10.163666725158691,1.7799999713897705,19.783838272094727
2011-04-06,10.138174057006836,1.7660000324249268,20.067779541015625
2011-04-07,10.139370918273926,1.815999984741211,20.10614776611328
2011-04-08,10.04880142211914,1.7660000324249268,20.00638771057129
2011-04-11,9.921037673950195,1.6846669912338257,19.93732452392578
2011-04-12,9.96902084350586,1.6433329582214355,19.676393508911133
2011-04-13,10.080888748168945,1.6619999408721924,19.668725967407227
2011-04-14,9.969621658325195,1.6759999990463257,19.5075740814209
2011-04-15,9.820866584777832,1.7053329944610596,19.46919822692871
2011-04-18,9.95252799987793,1.668666958808899,19.246652603149414
2011-04-19,10.132777214050293,1.6773329973220825,19.300369262695312
2011-04-20,10.269234657287598,1.7166670560836792,19.768489837646484
2011-04-21,10.51785945892334,1.7826670408248901,19.58431053161621
2011-04-22,10.51785945892334,1.7826670408248901,19.58431053161621
2011-04-25,10.587138175964355,1.7593330144882202,19.65337371826172
2011-04-26,10.509461402893066,1.7953330278396606,20.098472595214844
2011-04-27,10.501363754272461,1.8053330183029175,20.24428367614746
2011-04-28,10.399395942687988,1.843999981880188,20.49753189086914
2011-04-29,10.500764846801758,1.840000033378601,19.891279220581055
2011-05-02,10.385300636291504,1.8300000429153442,19.691749572753906
2011-05-03,10.44288158416748,1.7913329601287842,19.806865692138672
2011-05-04,10.48397159576416,1.7793329954147339,19.998716354370117
2011-05-05,10.399395942687988,1.762666940689087,19.791515350341797
2011-05-06,10.39669418334961,1.8079999685287476,19.852907180786133
2011-05-09,10.424883842468262,1.8606669902801514,19.822206497192383
2011-05-10,10.480369567871094,1.8886669874191284,19.699420928955078
2011-05-11,10.413786888122559,1.8046669960021973,19.46152687072754
2011-05-12,10.39399528503418,1.8446669578552246,19.430831909179688
2011-05-13,10.211949348449707,1.8366669416427612,19.208276748657227
2011-05-16,9.996012687683105,1.773332953453064,18.855266571044922
2011-05-17,10.08119010925293,1.730666995048523,18.940237045288086
2011-05-18,10.1930513381958,1.7566670179367065,19.071556091308594
2011-05-19,10.212851524353027,1.8799999952316284,19.0947265625
2011-05-20,10.053594589233398,1.8646670579910278,18.917062759399414
2011-05-23,10.02900218963623,1.7879999876022339,18.669891357421875
2011-05-24,9.962724685668945,1.7813329696655273,18.654436111450195
2011-05-25,10.100381851196289,1.9320000410079956,18.68533706665039
2011-05-26,10.046998977661133,1.9653329849243164,19.056106567382812
2011-05-27,10.119275093078613,1.9700000286102295,19.125627517700195
2011-05-30,10.119275093078613,1.9700000286102295,19.125627517700195
2011-05-31,10.431785583496094,2.0093328952789307,19.318737030029297
2011-06-01,10.36220645904541,1.901332974433899,18.87071990966797
2011-06-02,10.379899024963379,1.9173330068588257,18.70850372314453
2011-06-03,10.300121307373047,2.0086669921875,18.469057083129883
2011-06-06,10.138174057006836,1.9133330583572388,18.546297073364258
2011-06-07,9.958226203918457,1.891332983970642,18.584917068481445
2011-06-08,9.964223861694336,1.8079999685287476,18.49222183227539
2011-06-09,9.941731452941895,1.841333031654358,18.507678985595703
2011-06-10,9.774078369140625,1.8573329448699951,18.31456184387207
2011-06-13,9.795076370239258,1.8953330516815186,18.56946563720703
2011-06-14,9.970223426818848,1.9066669940948486,18.70850372314453
2011-06-15,9.799572944641113,1.8213330507278442,18.337738037109375
2011-06-16,9.751888275146484,1.7666670083999634,18.53856658935547
2011-06-17,9.604930877685547,1.7666670083999634,18.73941421508789
2011-06-20,9.456772804260254,1.7339999675750732,18.9016170501709
2011-06-21,9.756087303161621,1.835332989692688,19.125627517700195
2011-06-22,9.67541217803955,1.8140000104904175,19.04066276550293
2011-06-23,9.93393325805664,1.8473329544067383,19.025205612182617
2011-06-24,9.787577629089355,1.8380000591278076,18.77029800415039
2011-06-27,9.958226203918457,1.8306670188903809,19.465497970581055
2011-06-28,10.054798126220703,1.8739999532699585,19.92896842956543
2011-06-29,10.018208503723145,1.8860000371932983,19.78992462158203
2011-06-30,10.067094802856445,1.9420000314712524,20.083450317382812
2011-07-01,10.294724464416504,1.9346669912338257,20.098899841308594
2011-07-04,10.294724464416504,1.9346669912338257,20.098899841308594
2011-07-05,10.479767799377441,1.942667007446289,20.106624603271484
2011-07-06,10.549647331237793,1.9306670427322388,20.338356018066406
2011-07-07,10.712800979614258,1.9819999933242798,20.678234100341797
2011-07-08,10.788080215454102,1.920667052268982,20.79410171508789
2011-07-11,10.616829872131348,1.8899999856948853,20.570093154907227
2011-07-12,10.609333038330078,1.878000020980835,20.500572204589844
2011-07-13,10.737397193908691,1.9093329906463623,20.570093154907227
2011-07-14,10.72989559173584,1.8406670093536377,20.44649887084961
2011-07-15,10.944329261779785,1.8386670351028442,20.685958862304688
2011-07-18,11.210654258728027,1.8153330087661743,20.539194107055664
2011-07-19,11.302125930786133,1.8593330383300781,21.27301025390625
2011-07-20,11.603530883789062,1.9126670360565186,20.90224266052246
2011-07-21,11.61523151397705,1.9133330583572388,20.933135986328125
2011-07-22,11.795475006103516,1.952666997909546,21.26528549194336
2011-07-25,11.951432228088379,1.8993330001831055,21.558813095092773
2011-07-26,12.098688125610352,1.8666670322418213,21.690126419067383
2011-07-27,11.774181365966797,1.8426669836044312,21.110803604125977
2011-07-28,11.751091957092285,1.878000020980835,21.412052154541016
2011-07-29,11.71090030670166,1.878000020980835,21.164867401123047
2011-08-01,11.898946762084961,1.9179999828338623,21.06444549560547
2011-08-02,11.66381549835205,1.8226670026779175,20.701400756835938
2011-08-03,11.773584365844727,1.8133330345153809,20.79410171508789
2011-08-04,11.317719459533691,1.649999976158142,20.037109375
2011-08-05,11.205251693725586,1.6160000562667847,19.836265563964844
2011-08-08,10.593135833740234,1.5759999752044678,18.909337997436523
2011-08-09,11.216948509216309,1.670667052268982,19.759033203125
2011-08-10,10.907441139221191,1.5880000591278076,18.693056106567383
2011-08-11,11.20765495300293,1.6866669654846191,19.45777702331543
2011-08-12,11.306323051452637,1.753999948501587,19.38825225830078
2011-08-15,11.498867988586426,1.7486670017242432,19.704957962036133
2011-08-16,11.410993576049805,1.7400000095367432,19.7049560546875
2011-08-17,11.409793853759766,1.722000002861023,19.62722396850586
2011-08-18,10.978219985961914,1.6173330545425415,19.17637825012207
2011-08-19,10.67771053314209,1.4866670370101929,18.69445037841797
2011-08-22,10.690008163452148,1.463333010673523,18.640029907226562
2011-08-23,11.204651832580566,1.5306669473648071,19.215248107910156
2011-08-24,11.282029151916504,1.591333031654358,19.35516357421875
2011-08-25,11.208255767822266,1.5406670570373535,19.09864616394043
2011-08-26,11.5039644241333,1.5820000171661377,19.62722396850586
2011-08-29,11.695608139038086,1.647333025932312,20.085847854614258
2011-08-30,11.696207046508789,1.6419999599456787,20.388994216918945
2011-08-31,11.54145336151123,1.6493330001831055,20.676605224609375
2011-09-01,11.42748737335205,1.600000023841858,20.37344741821289
2011-09-02,11.21815013885498,1.5379999876022339,20.05474853515625
2011-09-05,11.21815013885498,1.5379999876022339,20.05474853515625
2011-09-06,11.388797760009766,1.5293329954147339,19.829334259033203
2011-09-07,11.514463424682617,1.5893330574035645,20.210214614868164
2011-09-08,11.520756721496582,1.5740000009536743,20.381221771240234
2011-09-09,11.321017265319824,1.5313329696655273,20.00811195373535
2011-09-12,11.394795417785645,1.525333046913147,20.124706268310547
2011-09-13,11.535154342651367,1.6053329706192017,20.241308212280273
2011-09-14,11.67551326751709,1.6226669549942017,20.598867416381836
2011-09-15,11.785280227661133,1.6546670198440552,20.979747772216797
2011-09-16,12.01141357421875,1.7200000286102295,21.080814361572266
2011-09-19,12.345212936401367,1.718000054359436,21.150766372680664
2011-09-20,12.39979362487793,1.7339999675750732,20.97197723388672
2011-09-21,12.36050796508789,1.7233330011367798,20.20244026184082
2011-09-22,12.050999641418457,1.7086670398712158,19.479536056518555
2011-09-23,12.125380516052246,1.7586669921875,19.479536056518555
2011-09-26,12.091489791870117,1.7013330459594727,19.774921417236328
2011-09-27,11.974225997924805,1.746000051498413,19.953697204589844
2011-09-28,11.906744003295898,1.6393330097198486,19.883743286132812
2011-09-29,11.713600158691406,1.6080000400543213,19.782690048217773
2011-09-30,11.43618106842041,1.6260000467300415,19.347396850585938
2011-10-03,11.23464584350586,1.5820000171661377,19.06756019592285
2011-10-04,11.171661376953125,1.5773329734802246,19.697181701660156
2011-10-05,11.34411334991455,1.6913330554962158,20.124706268310547
2011-10-06,11.317719459533691,1.797333002090454,20.474504470825195
2011-10-07,11.090686798095703,1.7993329763412476,20.404541015625
2011-10-10,11.660816192626953,1.858667016029358,20.940889358520508
2011-10-11,12.005114555358887,1.8406670093536377,20.98752784729004
2011-10-12,12.062097549438477,1.8533329963684082,20.956430435180664
2011-10-13,12.249242782592773,1.8626669645309448,21.12744140625
2011-10-14,12.656218528747559,1.8700000047683716,21.197399139404297
2011-10-17,12.595938682556152,1.8279999494552612,20.97197723388672
2011-10-18,12.66341781616211,1.8893330097198486,21.228498458862305
2011-10-19,11.955029487609863,1.8380000591278076,21.088573455810547
2011-10-20,11.855759620666504,1.8226670026779175,21.018613815307617
2011-10-21,11.782583236694336,1.8686670064926147,21.111894607543945
2011-10-24,12.169469833374023,1.9033329486846924,21.135215759277344
2011-10-25,11.929539680480957,1.8833329677581787,20.839834213256836
2011-10-26,12.014413833618164,1.8653329610824585,20.668825149536133
2011-10-27,12.13707160949707,1.9173330068588257,21.181856155395508
2011-10-28,12.14487075805664,1.9913330078125,20.97197723388672
2011-10-31,12.139776229858398,1.9579999446868896,20.699920654296875
2011-11-01,11.891745567321777,1.925333023071289,20.20244026184082
2011-11-02,11.918741226196289,1.9140000343322754,20.217987060546875
2011-11-03,12.088488578796387,2.1640000343322754,20.622190475463867
2011-11-04,12.003615379333496,2.1540000438690186,20.404541015625
2011-11-07,11.988320350646973,2.0846669673919678,20.832059860229492
2011-11-08,12.183259963989258,2.122667074203491,21.111894607543945
2011-11-09,11.854856491088867,2.058666944503784,20.365678787231445
2011-11-10,11.553150177001953,2.0886669158935547,20.427865982055664
2011-11-11,11.535154342651367,2.2426669597625732,20.917572021484375
2011-11-14,11.374403953552246,2.2146670818328857,20.80097770690918
2011-11-15,11.661418914794922,2.26200008392334,20.941940307617188
2011-11-16,11.539653778076172,2.3293330669403076,20.417217254638672
2011-11-17,11.318918228149414,2.245332956314087,20.002140045166016
2011-11-18,11.24483871459961,2.173332929611206,19.81417465209961
2011-11-21,11.066994667053223,2.117332935333252,19.57923126220703
2011-11-22,11.2919282913208,2.138000011444092,19.41476821899414
2011-11-23,11.0064115524292,2.0966670513153076,19.164152145385742
2011-11-24,11.0064115524292,2.0966670513153076,19.164152145385742
2011-11-25,10.903844833374023,2.1106669902801514,19.031005859375
2011-11-28,11.280232429504395,2.1706669330596924,19.4774169921875
2011-11-29,11.192656517028809,2.1166670322418213,19.45391845703125
2011-11-30,11.462571144104004,2.1826670169830322,20.033464431762695
2011-12-01,11.634422302246094,2.173332929611206,19.798521041870117
2011-12-02,11.687508583068848,2.2200000286102295,19.751522064208984
2011-12-05,11.78678035736084,2.2946670055389404,20.12744140625
2011-12-06,11.724996566772461,2.324666976928711,20.09612464904785
2011-12-07,11.669215202331543,2.2793331146240234,20.049131393432617
2011-12-08,11.716300010681152,2.059333086013794,19.892494201660156
2011-12-09,11.805073738098145,2.069333076477051,20.12744140625
2011-12-12,11.751688957214355,2.0273330211639404,19.978647232055664
2011-12-13,11.660816192626953,1.963333010673523,20.174436569213867
2011-12-14,11.40229606628418,1.9019999504089355,20.04129981994629
2011-12-15,11.3648042678833,1.9079999923706055,20.017803192138672
2011-12-16,11.427186012268066,1.8666670322418213,20.362394332885742
2011-12-19,11.462878227233887,1.850000023841858,19.994314193725586
2011-12-20,11.874954223632812,1.8600000143051147,20.38589096069336
2011-12-21,11.889946937561035,1.8380000591278076,20.174436569213867
2011-12-22,11.952929496765137,1.8513330221176147,20.213586807250977
2011-12-23,12.09628963470459,1.8600000143051147,20.38589096069336
2011-12-26,12.09628963470459,1.8600000143051147,20.38589096069336
2011-12-27,12.192256927490234,1.9046670198440552,20.393728256225586
2011-12-28,12.075592994689941,1.9006669521331787,20.221420288085938
2011-12-29,12.149972915649414,1.9153330326080322,20.378061294555664
2011-12-30,12.146376609802246,1.9040000438690186,20.33106803894043
2012-01-02,12.146376609802246,1.9040000438690186,20.33106803894043
2012-01-03,12.333216667175293,1.871999979019165,20.965438842773438
2012-01-04,12.399496078491211,1.8473329544067383,21.458839416503906
2012-01-05,12.537154197692871,1.8079999685287476,21.678123474121094
2012-01-06,12.668213844299316,1.7940000295639038,22.0148868560791
2012-01-09,12.648122787475586,1.8166669607162476,21.725116729736328
2012-01-10,12.69340705871582,1.841333031654358,21.803424835205078
2012-01-11,12.67271614074707,1.8819999694824219,21.709447860717773
2012-01-12,12.63792610168457,1.8833329677581787,21.92873191833496
2012-01-13,12.59054183959961,1.519333004951477,22.12452507019043
2012-01-16,12.59054183959961,1.519333004951477,22.12452507019043
2012-01-17,12.737197875976562,1.773332953453064,22.132366180419922
2012-01-18,12.869457244873047,1.7873330116271973,22.10886001586914
2012-01-19,12.828670501708984,1.784000039100647,22.022724151611328
2012-01-20,12.605234146118164,1.773332953453064,23.26795196533203
2012-01-23,12.818473815917969,1.7846670150756836,23.283613204956055
2012-01-24,12.608532905578613,1.8279999494552612,22.978174209594727
2012-01-25,13.395798683166504,1.8646670579910278,23.150476455688477
2012-01-26,13.334917068481445,1.929332971572876,23.103485107421875
2012-01-27,13.414395332336426,1.9553329944610596,22.892030715942383
2012-01-30,13.58624267578125,1.9713330268859863,23.189638137817383
2012-01-31,13.690314292907715,1.937999963760376,23.126989364624023
2012-02-01,13.681612968444824,1.972000002861023,23.408926010131836
2012-02-02,13.649523735046387,2.016666889190674,23.455915451049805
2012-02-03,13.78628158569336,2.076667070388794,23.68303680419922
2012-02-06,13.91494369506836,2.119999885559082,23.651708602905273
2012-02-07,14.060699462890625,2.1066670417785645,23.76917839050293
2012-02-08,14.296133041381836,2.128667116165161,24.011962890625
2012-02-09,14.790681838989258,2.171999931335449,24.098115921020508
2012-02-10,14.79818058013916,2.0733330249786377,23.886661529541016
2012-02-13,15.07349967956543,2.0993330478668213,23.94931411743164
2012-02-14,15.2792387008667,2.2113330364227295,23.846830368041992
2012-02-15,14.925643920898438,2.240000009536743,23.689165115356445
2012-02-16,15.061798095703125,2.2786669731140137,24.666690826416016
2012-02-17,15.059107780456543,2.3313329219818115,24.635154724121094
2012-02-20,15.059107780456543,2.3313329219818115,24.635154724121094
2012-02-21,15.440884590148926,2.299999952316284,24.78493881225586
2012-02-22,15.386608123779297,2.2813329696655273,24.650920867919922
2012-02-23,15.48707389831543,2.302000045776367,24.729755401611328
2012-02-24,15.667623519897461,2.25,24.816469192504883
2012-02-27,15.768087387084961,2.2413330078125,24.713985443115234
2012-02-28,16.057506561279297,2.253999948501587,25.12391471862793
2012-02-29,16.268342971801758,2.2273330688476562,25.02143096923828
2012-03-01,16.329221725463867,2.2939999103546143,25.45501708984375
2012-03-02,16.350515365600586,2.2693328857421875,25.289466857910156
2012-03-05,15.990026473999023,2.251332998275757,25.068737030029297
